series,created_at_ms,hours_since_start,value,roll_n
self_bpc_all,1785987302321,8.8952,4.30035,100
self_bpc_all,1785987340519,8.9058,4.28894,100
self_bpc_all,1785987472384,8.9424,4.28652,100
self_bpc_all,1785987481223,8.9449,4.28146,100
self_bpc_all,1785987501612,8.9506,4.27959,100
self_bpc_all,1785987501846,8.9506,4.28144,100
self_bpc_all,1785987681826,9.0006,4.27084,100
self_bpc_all,1785987758636,9.022,4.26397,100
self_bpc_all,1785987778631,9.0275,4.25333,100
self_bpc_all,1785987793764,9.0317,4.22338,100
self_bpc_all,1785987924549,9.068,4.2102,100
self_bpc_all,1785987970371,9.0808,4.20094,100
self_bpc_all,1785988142068,9.1285,4.19135,100
self_bpc_all,1785988315174,9.1766,4.18563,100
self_bpc_all,1785988425117,9.2071,4.17696,100
self_bpc_all,1785988448872,9.2137,4.16688,100
self_bpc_all,1785988773585,9.3039,4.15739,100
self_bpc_all,1785988803466,9.3122,4.15545,100
self_bpc_all,1785988896314,9.338,4.15234,100
self_bpc_all,1785989096450,9.3936,4.1313,100
self_bpc_all,1785989239659,9.4334,4.12088,100
self_bpc_all,1785989294121,9.4485,4.1159,100
self_bpc_all,1785989355909,9.4656,4.11516,100
self_bpc_all,1785989356286,9.4658,4.11111,100
self_bpc_all,1785989356669,9.4659,4.1098,100
self_bpc_all,1785989357061,9.466,4.10912,100
self_bpc_all,1785989357450,9.4661,4.10787,100
self_bpc_all,1785989357844,9.4662,4.10743,100
self_bpc_all,1785989358321,9.4663,4.10508,100
self_bpc_all,1785989358744,9.4664,4.11149,100
self_bpc_all,1785989359153,9.4666,4.11168,100
self_bpc_all,1785989359554,9.4667,4.11235,100
self_bpc_all,1785989359924,9.4668,4.11239,100
self_bpc_all,1785989360365,9.4669,4.11404,100
self_bpc_all,1785989360772,9.467,4.11229,100
self_bpc_all,1785989361205,9.4671,4.11122,100
self_bpc_all,1785989361701,9.4673,4.11383,100
self_bpc_all,1785989362099,9.4674,4.11265,100
self_bpc_all,1785989362472,9.4675,4.1138,100
self_bpc_all,1785989362840,9.4676,4.1152,100
self_bpc_all,1785989363212,9.4677,4.11338,100
self_bpc_all,1785989363658,9.4678,4.11525,100
self_bpc_all,1785989592706,9.5314,4.11009,100
self_bpc_all,1785990211804,9.7034,4.10795,100
self_bpc_all,1785990273835,9.7206,4.1065,100
self_bpc_all,1785990538091,9.794,4.09955,100
self_bpc_all,1785990596643,9.8103,4.09418,100
self_bpc_all,1785990923580,9.9011,4.09945,100
self_bpc_all,1785991082959,9.9454,4.09606,100
self_bpc_all,1785991168677,9.9692,4.0969,100
self_bpc_all,1785991214755,9.982,4.09505,100
self_bpc_all,1785991232003,9.9868,4.08501,100
self_bpc_all,1785991323980,10.0123,4.07803,100
self_bpc_all,1785991363867,10.0234,4.0839,100
self_bpc_all,1785992178024,10.2496,4.08217,100
self_bpc_all,1785992178528,10.2497,4.08086,100
self_bpc_all,1785992298225,10.283,4.0791,100
self_bpc_all,1785992494080,10.3374,4.07861,100
self_bpc_all,1785992517735,10.3439,4.07711,100
self_bpc_all,1785992596814,10.3659,4.07866,100
self_bpc_all,1785992602016,10.3673,4.06915,100
self_bpc_all,1785993095848,10.5045,4.07475,100
self_bpc_all,1785993161734,10.5228,4.07369,100
self_bpc_all,1785993200043,10.5335,4.06952,100
self_bpc_all,1785993631363,10.6533,4.07092,100
self_bpc_all,1785993636934,10.6548,4.07443,100
self_bpc_all,1785993642501,10.6564,4.08089,100
self_bpc_all,1785993705752,10.6739,4.0819,100
self_bpc_all,1785993706038,10.674,4.08282,100
self_bpc_all,1785993711025,10.6754,4.08456,100
self_bpc_all,1785993716245,10.6769,4.07175,100
self_bpc_all,1785993761635,10.6895,4.07096,100
self_bpc_all,1785993761920,10.6895,4.07089,100
self_bpc_all,1785993762203,10.6896,4.06956,100
self_bpc_all,1785993762488,10.6897,4.06949,100
self_bpc_all,1785993762788,10.6898,4.07128,100
self_bpc_all,1785993763080,10.6899,4.0703,100
self_bpc_all,1785993763371,10.6899,4.0714,100
self_bpc_all,1785993763661,10.69,4.0727,100
self_bpc_all,1785993787332,10.6966,4.07221,100
self_bpc_all,1785993787618,10.6967,4.07587,100
self_bpc_all,1785993787913,10.6968,4.07899,100
self_bpc_all,1785993788224,10.6968,4.07885,100
self_bpc_all,1785993788590,10.6969,4.07704,100
self_bpc_all,1785993788894,10.697,4.07889,100
self_bpc_all,1785993789194,10.6971,4.08024,100
self_bpc_all,1785993792241,10.698,4.07894,100
self_bpc_all,1785994324631,10.8459,4.07877,100
self_bpc_all,1785994581353,10.9172,4.07548,100
self_bpc_all,1785994611131,10.9254,4.07047,100
self_bpc_all,1785994681971,10.9451,4.06692,100
self_bpc_all,1785994682478,10.9453,4.06533,100
self_bpc_all,1785994750657,10.9642,4.0606,100
self_bpc_all,1785994864286,10.9958,4.06051,100
self_bpc_all,1785994940921,11.017,4.04424,100
self_bpc_all,1785995099726,11.0612,4.04138,100
self_bpc_all,1785995411053,11.1476,4.03644,100
self_bpc_all,1785995935766,11.2934,4.03531,100
self_bpc_all,1785996019918,11.3168,4.03811,100
self_bpc_all,1785996204733,11.3681,4.03313,100
self_bpc_all,1785996247567,11.38,4.04216,100
self_bpc_all,1785996378092,11.4163,4.04584,100
self_bpc_all,1785996388903,11.4193,4.04644,100
self_bpc_all,1785996392648,11.4203,4.04743,100
self_bpc_all,1785996514760,11.4542,4.0442,100
self_bpc_all,1785996629690,11.4861,4.04476,100
self_bpc_all,1785996634110,11.4874,4.04809,100
self_bpc_all,1785996638475,11.4886,4.05004,100
self_bpc_all,1785996849166,11.5471,4.03667,100
self_bpc_all,1785997001575,11.5894,4.05642,100
self_bpc_all,1785997022155,11.5952,4.06823,100
self_bpc_all,1785997365436,11.6905,4.06849,100
self_bpc_all,1785997430105,11.7085,4.07126,100
self_bpc_all,1785997493775,11.7262,4.07589,100
self_bpc_all,1785997620753,11.7614,4.08416,100
self_bpc_all,1785997801146,11.8115,4.0916,100
self_bpc_all,1785997972837,11.8592,4.09698,100
self_bpc_all,1785998087956,11.8912,4.08852,100
self_bpc_all,1785998202406,11.923,4.08821,100
self_bpc_all,1785998231007,11.931,4.10696,100
self_bpc_all,1785998232472,11.9314,4.11775,100
self_bpc_all,1785998441917,11.9895,4.11536,100
self_bpc_all,1785998467719,11.9967,4.11627,100
self_bpc_all,1785998523827,12.0123,4.09778,100
self_bpc_all,1785998599342,12.0333,4.09484,100
self_bpc_all,1785998600051,12.0335,4.08836,100
self_bpc_all,1785998923333,12.1233,4.08831,100
self_bpc_all,1785999165270,12.1905,4.07204,100
self_bpc_all,1785999350321,12.2419,4.06726,100
self_bpc_all,1785999357460,12.2439,4.06712,100
self_bpc_all,1785999371577,12.2478,4.0666,100
self_bpc_all,1785999382091,12.2507,4.06558,100
self_bpc_all,1785999386892,12.252,4.06561,100
self_bpc_all,1785999458516,12.2719,4.06506,100
self_bpc_all,1785999460745,12.2725,4.06414,100
self_bpc_all,1785999461903,12.2729,4.06253,100
self_bpc_all,1785999484565,12.2792,4.05999,100
self_bpc_all,1785999556180,12.2991,4.05853,100
self_bpc_all,1785999709818,12.3417,4.05685,100
self_bpc_all,1785999741027,12.3504,4.05777,100
self_bpc_all,1785999783763,12.3623,4.05666,100
self_bpc_all,1785999859163,12.3832,4.05438,100
self_bpc_all,1786000125984,12.4573,4.05852,100
self_bpc_all,1786000223267,12.4844,4.06138,100
self_bpc_all,1786000351037,12.5199,4.06181,100
self_bpc_all,1786000351663,12.52,4.06056,100
self_bpc_all,1786000382798,12.5287,4.05196,100
self_bpc_all,1786000404733,12.5348,4.05006,100
self_bpc_all,1786000535806,12.5712,4.05472,100
self_bpc_all,1786000546487,12.5741,4.0535,100
self_bpc_all,1786000680669,12.6114,4.05465,100
self_bpc_all,1786000697722,12.6162,4.06092,100
self_bpc_all,1786000734752,12.6264,4.05761,100
self_bpc_all,1786000782982,12.6398,4.05469,100
self_bpc_all,1786000817163,12.6493,4.05399,100
self_bpc_all,1786000945348,12.6849,4.05648,100
self_bpc_all,1786001116970,12.7326,4.04493,100
self_bpc_all,1786001145124,12.7404,4.0397,100
self_bpc_all,1786001181411,12.7505,4.03368,100
self_bpc_all,1786001209577,12.7583,4.03113,100
self_bpc_all,1786001241877,12.7673,4.02786,100
self_bpc_all,1786001278149,12.7774,4.01713,100
self_bpc_all,1786001317037,12.7882,4.01119,100
self_bpc_all,1786001372212,12.8035,4.01528,100
self_bpc_all,1786001420774,12.817,4.00553,100
self_bpc_all,1786001478373,12.833,3.99887,100
self_bpc_all,1786001550895,12.8531,3.98678,100
self_bpc_all,1786001556120,12.8546,3.97389,100
self_bpc_all,1786001598501,12.8664,3.97313,100
self_bpc_all,1786001612936,12.8704,3.97058,100
self_bpc_all,1786001701932,12.8951,3.97852,100
self_bpc_all,1786001720272,12.9002,3.97611,100
self_bpc_all,1786001781739,12.9173,3.97405,100
self_bpc_all,1786002047673,12.9911,3.97483,100
self_bpc_all,1786002086471,13.0019,3.9718,100
self_bpc_all,1786002198271,13.033,3.97389,100
self_bpc_all,1786002198734,13.0331,3.9737,100
self_bpc_all,1786002199179,13.0332,3.97429,100
self_bpc_all,1786002199625,13.0333,3.97432,100
self_bpc_all,1786002200104,13.0335,3.97336,100
self_bpc_all,1786002200558,13.0336,3.97256,100
self_bpc_all,1786002321852,13.0673,3.97101,100
self_bpc_all,1786002354676,13.0764,3.94964,100
self_bpc_all,1786002427223,13.0966,3.94784,100
self_bpc_all,1786002427734,13.0967,3.9462,100
self_bpc_all,1786002617240,13.1494,3.9476,100
self_bpc_all,1786002798191,13.1996,3.94707,100
self_bpc_all,1786002817694,13.205,3.94883,100
self_bpc_all,1786002818183,13.2052,3.95662,100
self_bpc_all,1786002879380,13.2222,3.95899,100
self_bpc_all,1786002894475,13.2264,3.96166,100
self_bpc_all,1786002914793,13.232,3.95914,100
self_bpc_all,1786003018248,13.2607,3.96164,100
self_bpc_all,1786003195687,13.31,3.96121,100
self_bpc_all,1786003525650,13.4017,3.9772,100
self_bpc_all,1786003526114,13.4018,3.98228,100
self_bpc_all,1786004073219,13.5538,3.98325,100
self_bpc_all,1786004083330,13.5566,3.98437,100
self_bpc_all,1786004151146,13.5754,3.98071,100
self_bpc_all,1786004168014,13.5801,3.98058,100
self_bpc_all,1786004350323,13.6308,3.98191,100
self_bpc_all,1786004351461,13.6311,3.98382,100
self_bpc_all,1786004352571,13.6314,3.98481,100
self_bpc_all,1786004353696,13.6317,3.98559,100
self_bpc_all,1786004372467,13.6369,3.98738,100
self_bpc_all,1786004393736,13.6428,3.9875,100
self_bpc_all,1786004407007,13.6465,3.98917,100
self_bpc_all,1786004415188,13.6488,3.98888,100
self_bpc_all,1786004437426,13.655,4.00412,100
self_bpc_all,1786004475412,13.6655,4.00467,100
self_bpc_all,1786004760195,13.7446,3.99954,100
self_bpc_all,1786004955684,13.7989,4.00378,100
self_bpc_all,1786005328449,13.9025,4.00545,100
self_bpc_all,1786005380884,13.917,4.00454,100
self_bpc_all,1786005523513,13.9567,4.0036,100
self_bpc_all,1786005541839,13.9617,3.99362,100
self_bpc_all,1786005561727,13.9673,3.99545,100
self_bpc_all,1786005824317,14.0402,3.99975,100
self_bpc_all,1786005950648,14.0753,3.99878,100
self_bpc_all,1786005950998,14.0754,3.99749,100
self_bpc_all,1786006339875,14.1834,3.99139,100
self_bpc_all,1786006447193,14.2132,3.99328,100
self_bpc_all,1786006900861,14.3392,3.99103,100
self_bpc_all,1786007109650,14.3972,4.00114,100
self_bpc_all,1786007959361,14.6333,4.00258,100
self_bpc_all,1786008449746,14.7695,4.00635,100
self_bpc_all,1786008601912,14.8118,4.00546,100
self_bpc_all,1786008626919,14.8187,4.0149,100
self_bpc_all,1786008642402,14.823,4.02039,100
self_bpc_all,1786008642942,14.8232,4.0213,100
self_bpc_all,1786008645746,14.8239,4.02157,100
self_bpc_all,1786008650629,14.8253,4.02367,100
self_bpc_all,1786008654780,14.8264,4.0218,100
self_bpc_all,1786008770778,14.8587,4.0178,100
self_bpc_all,1786008842920,14.8787,4.01818,100
self_bpc_all,1786008868054,14.8857,4.01877,100
self_bpc_all,1786008868998,14.886,4.02037,100
self_bpc_all,1786008869714,14.8862,4.02222,100
self_bpc_all,1786008888568,14.8914,4.01754,100
self_bpc_all,1786008931901,14.9034,4.00994,100
self_bpc_all,1786009268389,14.9969,4.01143,100
self_bpc_all,1786009269694,14.9973,4.01363,100
self_bpc_all,1786009396987,15.0326,4.01207,100
self_bpc_all,1786009406169,15.0352,4.01285,100
self_bpc_all,1786009430406,15.0419,4.0084,100
self_bpc_all,1786009444719,15.0459,4.01392,100
self_bpc_all,1786009461660,15.0506,4.02266,100
self_bpc_all,1786009462024,15.0507,4.02289,100
self_bpc_all,1786009498520,15.0608,4.02205,100
self_bpc_all,1786009513733,15.065,4.02403,100
self_bpc_all,1786009524366,15.068,4.02676,100
self_bpc_all,1786009524996,15.0682,4.02875,100
self_bpc_all,1786009576357,15.0824,4.03853,100
self_bpc_all,1786010228578,15.2636,4.03949,100
self_bpc_all,1786010515759,15.3434,4.03913,100
self_bpc_all,1786010643969,15.379,4.03755,100
self_bpc_all,1786010667458,15.3855,4.05058,100
self_bpc_all,1786010671819,15.3867,4.04957,100
self_bpc_all,1786010699035,15.3943,4.05439,100
self_bpc_all,1786010716359,15.3991,4.05753,100
self_bpc_all,1786010740486,15.4058,4.07077,100
self_bpc_all,1786010741068,15.406,4.08207,100
self_bpc_all,1786011112567,15.5092,4.08688,100
self_bpc_all,1786011113022,15.5093,4.1009,100
self_bpc_all,1786011113490,15.5094,4.11217,100
self_bpc_all,1786011113942,15.5095,4.12229,100
self_bpc_all,1786011162904,15.5231,4.14054,100
self_bpc_all,1786011193265,15.5316,4.15987,100
self_bpc_all,1786011555478,15.6322,4.1629,100
self_bpc_all,1786011629048,15.6526,4.16424,100
self_bpc_all,1786011710793,15.6753,4.16815,100
self_bpc_all,1786011778068,15.694,4.17321,100
self_bpc_all,1786012038268,15.7663,4.17422,100
self_bpc_all,1786012220702,15.817,4.17213,100
self_bpc_all,1786012231441,15.82,4.17833,100
self_bpc_all,1786012563976,15.9123,4.17285,100
self_bpc_all,1786012566844,15.9131,4.1754,100
self_bpc_all,1786012569765,15.9139,4.17829,100
self_bpc_all,1786012918956,16.0109,4.18037,100
self_bpc_all,1786013135022,16.071,4.18432,100
self_bpc_all,1786013145659,16.0739,4.1864,100
self_bpc_all,1786013566422,16.1908,4.19682,100
self_bpc_all,1786013569275,16.1916,4.23975,100
self_bpc_all,1786013585541,16.1961,4.24771,100
self_bpc_all,1786013725948,16.2351,4.25465,100
self_bpc_all,1786014044025,16.3235,4.2498,100
self_bpc_all,1786014048346,16.3247,4.25104,100
self_bpc_all,1786014051289,16.3255,4.25091,100
self_bpc_all,1786014054092,16.3263,4.24913,100
self_bpc_all,1786014089891,16.3362,4.24971,100
self_bpc_all,1786014465696,16.4406,4.24423,100
self_bpc_all,1786014492756,16.4481,4.25866,100
self_bpc_all,1786014652839,16.4926,4.23679,100
self_bpc_all,1786014672828,16.4981,4.23571,100
self_bpc_all,1786014673033,16.4982,4.23634,100
self_bpc_all,1786014801891,16.534,4.22914,100
self_bpc_all,1786014817296,16.5383,4.23725,100
self_bpc_all,1786015000344,16.5891,4.23788,100
self_bpc_all,1786015133818,16.6262,4.24521,100
self_bpc_all,1786015142166,16.6285,4.25744,100
self_bpc_all,1786015204126,16.6457,4.2585,100
self_bpc_all,1786015207084,16.6465,4.26001,100
self_bpc_all,1786015210089,16.6474,4.26137,100
self_bpc_all,1786015310636,16.6753,4.25319,100
self_bpc_all,1786015320935,16.6782,4.25629,100
self_bpc_all,1786015410539,16.703,4.24771,100
self_bpc_all,1786015610105,16.7585,4.24848,100
self_bpc_all,1786016110802,16.8976,4.24123,100
self_bpc_all,1786016126848,16.902,4.22982,100
self_bpc_all,1786016194600,16.9208,4.2292,100
self_bpc_all,1786016378349,16.9719,4.23958,100
self_bpc_all,1786016398634,16.9775,4.23613,100
self_bpc_all,1786016399407,16.9777,4.2357,100
self_bpc_all,1786016426330,16.9852,4.22919,100
self_bpc_all,1786016704259,17.0624,4.22991,100
self_bpc_all,1786016717846,17.0662,4.24938,100
self_bpc_all,1786016848152,17.1024,4.24963,100
self_bpc_all,1786016848878,17.1026,4.25207,100
self_bpc_all,1786016850192,17.103,4.2591,100
self_bpc_all,1786017038738,17.1553,4.25595,100
self_bpc_all,1786017038920,17.1554,4.26865,100
self_bpc_all,1786017039110,17.1554,4.26854,100
self_bpc_all,1786017039288,17.1555,4.27414,100
self_bpc_all,1786017039452,17.1555,4.26976,100
self_bpc_all,1786017232410,17.2091,4.27963,100
self_bpc_all,1786017383136,17.251,4.2758,100
self_bpc_all,1786018628658,17.597,4.27366,100
self_bpc_all,1786018661711,17.6062,4.27478,100
self_bpc_all,1786018794513,17.643,4.2639,100
self_bpc_all,1786018803688,17.6456,4.26048,100
self_bpc_all,1786018827012,17.6521,4.25481,100
self_bpc_all,1786018876424,17.6658,4.24425,100
self_bpc_all,1786018907630,17.6745,4.24208,100
self_bpc_all,1786018908541,17.6747,4.25454,100
self_bpc_all,1786018913240,17.676,4.24822,100
self_bpc_all,1786018987643,17.6967,4.22173,100
self_bpc_all,1786019100994,17.7282,4.2095,100
self_bpc_all,1786019101467,17.7283,4.2018,100
self_bpc_all,1786019102062,17.7285,4.21332,100
self_bpc_all,1786019105041,17.7293,4.22673,100
self_bpc_all,1786019107873,17.7301,4.22543,100
self_bpc_all,1786019159674,17.7445,4.21799,100
self_bpc_all,1786019193259,17.7538,4.21504,100
self_bpc_all,1786019204195,17.7568,4.21257,100
self_bpc_all,1786019204541,17.7569,4.22205,100
self_bpc_all,1786019205561,17.7572,4.22135,100
self_bpc_all,1786019213646,17.7595,4.21983,100
self_bpc_all,1786019233768,17.7651,4.21814,100
self_bpc_all,1786019237162,17.766,4.2113,100
self_bpc_all,1786019260689,17.7725,4.20946,100
self_bpc_all,1786019443532,17.8233,4.203,100
self_bpc_all,1786019460629,17.8281,4.19785,100
self_bpc_all,1786019476936,17.8326,4.19156,100
self_bpc_all,1786019478560,17.8331,4.19282,100
self_bpc_all,1786019516595,17.8436,4.19694,100
self_bpc_all,1786019842343,17.9341,4.19383,100
self_bpc_all,1786019853444,17.9372,4.19316,100
self_bpc_all,1786019853936,17.9373,4.20322,100
self_bpc_all,1786019855231,17.9377,4.18819,100
self_bpc_all,1786020141649,18.0172,4.18584,100
self_bpc_all,1786020187076,18.0299,4.18172,100
self_bpc_all,1786020199583,18.0333,4.18219,100
self_bpc_all,1786020206532,18.0353,4.18464,100
self_bpc_all,1786020210072,18.0363,4.18595,100
self_bpc_all,1786020252743,18.0481,4.18913,100
self_bpc_all,1786020254389,18.0486,4.18876,100
self_bpc_all,1786020267236,18.0521,4.1857,100
self_bpc_all,1786020294682,18.0598,4.18796,100
self_bpc_all,1786020346358,18.0741,4.18952,100
self_bpc_all,1786020355033,18.0765,4.18791,100
self_bpc_all,1786020366836,18.0798,4.18553,100
self_bpc_all,1786020415304,18.0933,4.18243,100
self_bpc_all,1786020534166,18.1263,4.18954,100
self_bpc_all,1786020542102,18.1285,4.18725,100
self_bpc_all,1786020548608,18.1303,4.18789,100
self_bpc_all,1786020556314,18.1324,4.19305,100
self_bpc_all,1786020559239,18.1332,4.19094,100
self_bpc_all,1786020563422,18.1344,4.19152,100
self_bpc_all,1786020607736,18.1467,4.19253,100
self_bpc_all,1786020721970,18.1784,4.19273,100
self_bpc_all,1786020726423,18.1797,4.19457,100
self_bpc_all,1786020731026,18.181,4.1948,100
self_bpc_all,1786020802213,18.2007,4.1964,100
self_bpc_all,1786020805429,18.2016,4.19605,100
self_bpc_all,1786020807623,18.2022,4.19634,100
self_bpc_all,1786020808332,18.2024,4.19938,100
self_bpc_all,1786020811324,18.2033,4.19884,100
self_bpc_all,1786020814274,18.2041,4.19671,100
self_bpc_all,1786020857013,18.216,4.19432,100
self_bpc_all,1786020858540,18.2164,4.19152,100
self_bpc_all,1786020868732,18.2192,4.19617,100
self_bpc_all,1786020887641,18.2245,4.19521,100
self_bpc_all,1786020916220,18.2324,4.19998,100
self_bpc_all,1786020949145,18.2415,4.2002,100
self_bpc_all,1786020951430,18.2422,4.19387,100
self_bpc_all,1786020951879,18.2423,4.19967,100
self_bpc_all,1786021007321,18.2577,4.19991,100
self_bpc_all,1786021103033,18.2843,4.20219,100
self_bpc_all,1786021199398,18.3111,4.19156,100
self_bpc_all,1786021205518,18.3128,4.19006,100
self_bpc_all,1786021303577,18.34,4.18673,100
self_bpc_all,1786021347602,18.3522,4.18623,100
self_bpc_all,1786021347842,18.3523,4.18534,100
self_bpc_all,1786021348006,18.3523,4.19205,100
self_bpc_all,1786021535050,18.4043,4.19453,100
self_bpc_all,1786021788112,18.4746,4.19386,100
self_bpc_all,1786021794178,18.4763,4.19428,100
self_bpc_all,1786021802585,18.4786,4.20163,100
self_bpc_all,1786021855624,18.4933,4.20669,100
self_bpc_all,1786021874534,18.4986,4.20914,100
self_bpc_all,1786021940829,18.517,4.20964,100
self_bpc_all,1786022067554,18.5522,4.20814,100
self_bpc_all,1786022115597,18.5656,4.2059,100
self_bpc_all,1786022116228,18.5657,4.21093,100
self_bpc_all,1786022364208,18.6346,4.20559,100
self_bpc_all,1786022388459,18.6414,4.20841,100
self_bpc_all,1786022390124,18.6418,4.20767,100
self_bpc_all,1786022410256,18.6474,4.19011,100
self_bpc_all,1786022422769,18.6509,4.18907,100
self_bpc_all,1786022458907,18.6609,4.19641,100
self_bpc_all,1786022471637,18.6645,4.19483,100
self_bpc_all,1786022520063,18.6779,4.19869,100
self_bpc_all,1786022554475,18.6875,4.19846,100
self_bpc_all,1786022559774,18.6889,4.20188,100
self_bpc_all,1786022575686,18.6934,4.1936,100
self_bpc_all,1786022689958,18.7251,4.19603,100
self_bpc_all,1786022690363,18.7252,4.19782,100
self_bpc_all,1786022690783,18.7253,4.20183,100
self_bpc_all,1786022691230,18.7255,4.20765,100
self_bpc_all,1786022712199,18.7313,4.207,100
self_bpc_all,1786022989068,18.8082,4.20314,100
self_bpc_all,1786023338584,18.9053,4.19766,100
self_bpc_all,1786023396255,18.9213,4.19711,100
self_bpc_all,1786023515786,18.9545,4.20115,100
self_bpc_all,1786023522664,18.9564,4.20689,100
self_bpc_all,1786023524395,18.9569,4.22833,100
self_bpc_all,1786023535683,18.96,4.23725,100
self_bpc_all,1786023560243,18.9669,4.2489,100
self_bpc_all,1786023581970,18.9729,4.24888,100
self_bpc_all,1786023594950,18.9765,4.24973,100
self_bpc_all,1786023731508,19.0144,4.2499,100
self_bpc_all,1786023920280,19.0669,4.25676,100
self_bpc_all,1786023920866,19.067,4.25766,100
self_bpc_all,1786024004792,19.0903,4.25363,100
self_bpc_all,1786024067664,19.1078,4.25607,100
self_bpc_all,1786024100595,19.117,4.25215,100
self_bpc_all,1786024225085,19.1515,4.248,100
self_bpc_all,1786024225507,19.1516,4.24669,100
self_bpc_all,1786024225887,19.1518,4.25118,100
self_bpc_all,1786024226284,19.1519,4.24849,100
self_bpc_all,1786024226690,19.152,4.251,100
self_bpc_all,1786024411048,19.2032,4.25844,100
self_bpc_all,1786024647902,19.269,4.2674,100
self_bpc_all,1786024672485,19.2758,4.26553,100
self_bpc_all,1786024672652,19.2759,4.26435,100
self_bpc_all,1786024672835,19.2759,4.26831,100
self_bpc_all,1786024721738,19.2895,4.26465,100
self_bpc_all,1786024925414,19.3461,4.26364,100
self_bpc_all,1786025114142,19.3985,4.27152,100
self_bpc_all,1786025214539,19.4264,4.27728,100
self_bpc_all,1786025405183,19.4793,4.28038,100
self_bpc_all,1786025408709,19.4803,4.27864,100
self_bpc_all,1786025412083,19.4813,4.2772,100
self_bpc_all,1786025413586,19.4817,4.26271,100
self_bpc_all,1786025498761,19.5053,4.25861,100
self_bpc_all,1786025721627,19.5672,4.2583,100
self_bpc_all,1786025984190,19.6402,4.26205,100
self_bpc_all,1786026790135,19.864,4.26257,100
self_bpc_all,1786027081930,19.9451,4.2622,100
self_bpc_all,1786027082514,19.9453,4.26468,100
self_bpc_all,1786027083125,19.9454,4.26739,100
self_bpc_all,1786027329966,20.014,4.24905,100
self_bpc_all,1786027355716,20.0212,4.24024,100
self_bpc_all,1786027367729,20.0245,4.24115,100
self_bpc_all,1786027435063,20.0432,4.22466,100
self_bpc_all,1786027480392,20.0558,4.20705,100
self_bpc_all,1786027490772,20.0587,4.21188,100
self_bpc_all,1786027497752,20.0606,4.21182,100
self_bpc_all,1786027540434,20.0725,4.21275,100
self_bpc_all,1786027694905,20.1154,4.2128,100
self_bpc_all,1786027732344,20.1258,4.21188,100
self_bpc_all,1786027793323,20.1427,4.18233,100
self_bpc_all,1786027826305,20.1519,4.18317,100
self_bpc_all,1786028156619,20.2436,4.18276,100
self_bpc_all,1786028156807,20.2437,4.18208,100
self_bpc_all,1786028156975,20.2437,4.18095,100
self_bpc_all,1786028222840,20.262,4.17967,100
self_bpc_all,1786028223054,20.2621,4.18072,100
self_bpc_all,1786028506669,20.3409,4.18274,100
self_bpc_all,1786028659086,20.3832,4.18385,100
self_bpc_all,1786028699168,20.3943,4.17189,100
self_bpc_all,1786028893777,20.4484,4.17189,100
self_bpc_all,1786029000397,20.478,4.18745,100
self_bpc_all,1786029027742,20.4856,4.18899,100
self_bpc_all,1786029074371,20.4986,4.19544,100
self_bpc_all,1786029160291,20.5224,4.17078,100
self_bpc_all,1786029216070,20.5379,4.16621,100
self_bpc_all,1786029216521,20.538,4.16273,100
self_bpc_all,1786029216910,20.5382,4.16932,100
self_bpc_all,1786029225082,20.5404,4.16994,100
self_bpc_all,1786030176617,20.8047,4.16811,100
self_bpc_all,1786030284428,20.8347,4.15697,100
self_bpc_all,1786030307283,20.841,4.14961,100
self_bpc_all,1786030309698,20.8417,4.14395,100
self_bpc_all,1786030364229,20.8568,4.13651,100
self_bpc_all,1786030390263,20.8641,4.14063,100
self_bpc_all,1786030390593,20.8642,4.14112,100
self_bpc_all,1786030390727,20.8642,4.13933,100
self_bpc_all,1786030519173,20.8999,4.13822,100
self_bpc_all,1786030590360,20.9197,4.13092,100
self_bpc_all,1786030619448,20.9277,4.12944,100
self_bpc_all,1786030708344,20.9524,4.13168,100
self_bpc_all,1786030713418,20.9538,4.12528,100
self_bpc_all,1786030726207,20.9574,4.12645,100
self_bpc_all,1786030818895,20.9831,4.12715,100
self_bpc_all,1786030856978,20.9937,4.12177,100
self_bpc_all,1786030925084,21.0126,4.1197,100
self_bpc_all,1786030999254,21.0332,4.13731,100
self_bpc_all,1786031172477,21.0814,4.12291,100
self_bpc_all,1786031374834,21.1376,4.10772,100
self_bpc_all,1786031390559,21.1419,4.11002,100
self_bpc_all,1786031395470,21.1433,4.10911,100
self_bpc_all,1786031402443,21.1452,4.10736,100
self_bpc_all,1786031427697,21.1523,4.10887,100
self_bpc_all,1786031428083,21.1524,4.11103,100
self_bpc_all,1786031428470,21.1525,4.11077,100
self_bpc_all,1786031540889,21.1837,4.10722,100
self_bpc_all,1786031622654,21.2064,4.10348,100
self_bpc_all,1786031634200,21.2096,4.08719,100
self_bpc_all,1786031951944,21.2979,4.08894,100
self_bpc_all,1786032108193,21.3413,4.09152,100
self_bpc_all,1786032116160,21.3435,4.09659,100
self_bpc_all,1786032163778,21.3567,4.09907,100
self_bpc_all,1786032315163,21.3988,4.0967,100
self_bpc_all,1786032332839,21.4037,4.09613,100
self_bpc_all,1786032444464,21.4347,4.09951,100
self_bpc_all,1786032576415,21.4713,4.10206,100
self_bpc_all,1786032576924,21.4715,4.09979,100
self_bpc_all,1786032649808,21.4917,4.09892,100
self_bpc_all,1786032650052,21.4918,4.09778,100
